"Density","Energy","Mach","Momentum:0","Momentum:1","Momentum:2","Pressure","Pressure_Coefficient","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.1612,5.3079e+05,2.0028,807.54,-5.959e-13,0,1e+05,-7.7632e-16,300,695.43,-5.1317e-13,0,1,0.3075,0.3075,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-8.7807e-13,0,1e+05,-1.1823e-15,300,695.43,-7.5617e-13,0,1,0.31,0.31,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.1602e-12,0,1e+05,-1.5884e-15,300,695.43,-9.9916e-13,0,1,0.3125,0.3125,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.4424e-12,0,1e+05,-1.9944e-15,300,695.43,-1.2422e-12,0,1,0.315,0.315,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.7246e-12,0,1e+05,-2.4004e-15,300,695.43,-1.4852e-12,0,1,0.3175,0.3175,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-2.0067e-12,0,1e+05,-2.8064e-15,300,695.43,-1.7281e-12,0,1,0.32,0.32,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.3727e-12,0,1e+05,-1.8417e-15,300,695.43,-1.1821e-12,0,1,0.3225,0.3225,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-7.3866e-13,0,1e+05,-8.7702e-16,300,695.43,-6.3612e-13,0,1,0.325,0.325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,-1.0463e-13,0,1e+05,8.7697e-17,300,695.43,-9.0101e-14,0,1,0.3275,0.3275,0.5,0
1.1612,5.3079e+05,2.0028,807.54,5.2942e-13,0,1e+05,1.0524e-15,300,695.43,4.5592e-13,0,1,0.33,0.33,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.1635e-12,0,1e+05,2.0171e-15,300,695.43,1.0019e-12,0,1,0.3325,0.3325,0.5,0
1.1612,5.3079e+05,2.0028,807.54,1.7975e-12,0,1e+05,2.9818e-15,300,695.43,1.548e-12,0,1,0.335,0.335,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.4315e-12,0,1e+05,3.9466e-15,300,695.43,2.094e-12,0,1,0.3375,0.3375,0.5,0
1.1612,5.3079e+05,2.0028,807.54,3.0656e-12,0,1e+05,4.9113e-15,300,695.43,2.64e-12,0,1,0.34,0.34,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.7951e-12,0,1e+05,4.5085e-15,300,695.43,2.4071e-12,0,1,0.3425,0.3425,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.5246e-12,0,1e+05,4.1057e-15,300,695.43,2.1741e-12,0,1,0.345,0.345,0.5,0
1.1612,5.3079e+05,2.0028,807.54,2.2542e-12,0,1e+05,3.7029e-15,300,695.43,1.9412e-12,0,1,0.3475,0.3475,0.5,0
